RecID,idtruth
A830497,57
B868678,58
C627688,58
C627689,58
C627690,58
A769690,59
A804337,59
C627691,59
C627692,59
A910395,60
B887738,60
C627693,60
B826390,61
B940976,61
C627694,61
C627695,61
C627696,61
C627697,61
B764556,62
C627698,62
A881401,63
A943908,63
B918692,63
A997296,64
C627699,64
A882346,65
B968258,65
C627700,65
C627701,65
A767115,66
B885420,66
A789792,67
C627702,67
C627703,67
A794694,68
A808643,68
B811398,68
C627704,68
C627705,68
A971903,69
A735485,70
B825951,70
B975546,70
C627706,70
C627707,70
C627708,70
A782781,71
A972540,71
B822873,71
A901982,72
B769852,72
B819693,72
B978083,72
C627709,72
C627710,72
A931080,73
C627711,73
C627712,73
A757911,74
A800412,74
C627713,74
C627714,75
C627715,75
C627716,75
A756280,76
A802653,76
A865919,76
B851752,76
B931200,76
C627717,76
A974599,77
A987431,77
B893018,77
B939967,77
C627718,77
C627719,77
A851443,78
B848530,78
C627720,78
A750529,79
A831839,79
A871833,79
B938287,79
C627721,79
A750209,80
A827462,80
B897146,80
C627722,80
C627723,80
C627724,80
A739417,81
A762973,81
A780444,81
A811272,82
A830524,82
C627725,82
C627726,82
C627727,82
A970414,83
B851388,83
C627728,83
B798329,84
C627729,84
A793975,85
B779716,85
B933605,85
C627730,85
C627731,85
A820555,86
C627732,86
A871806,87
A899529,87
B816513,87
B997337,87
C627733,87
A896926,88
B839275,89
B894402,89
A832300,90
A940995,91
C627734,91
B965987,92
A843412,93
B840571,93
B953904,93
C627735,93
A827153,94
B895782,94
B981950,94
B997469,94
C627736,94
C627737,94
A896098,95
B795365,95
B858131,95
C627738,95
C627739,95
A792167,96
A966158,96
B835453,96
C627740,96
C627741,96
B893714,97
B896906,97
C627742,97
A900512,98
B815098,98
C627743,98
A889892,99
A931297,99
B909026,99
B975463,99
C627744,99
A887195,100
B951524,100
C627745,100
C627746,100
A881274,101
B756711,101
B904278,101
B946607,101
B882397,102
C627747,102
C627748,102
C627749,103
C627750,103
B786157,104
B838599,104
B972915,104
C627751,104
C627752,104
C627753,104
A880124,105
B902532,105
C627754,105
C627755,105
A957642,106
C627756,106
C627757,107
A849307,108
A972109,108
C627758,108
A760049,109
A922027,109
B872329,109
B873788,109
B961099,109
C627759,109
A784033,110
C627760,110
C627761,110
C627762,110
A912806,111
A981980,111
C627763,111
C627764,111
C627765,111
C627766,111
B823456,112
C627767,112
C627768,112
C627769,112
C627770,112
C627771,113
C627772,113
C627773,113
B910411,114
B937215,114
C627774,114
B753934,115
A823358,116
A826057,117
A963357,117
B851946,117
B903959,117
C627775,117
C627776,118
A750514,119
A812345,119
B837795,119
A866755,120
B870887,120
C627777,120
C627778,120
A808466,121
A824224,121
C627779,121
C627780,121
C627781,121
C627782,121
A928857,122
B819814,122
B877874,122
C627783,123
C627784,123
C627785,123
B811025,124
B961465,124
A761386,125
A993660,125
B804555,125
C627786,125
C627787,125
B858040,126
B932716,126
C627788,126
A754675,127
B768673,127
C627789,127
C627790,127
C627791,128
C627792,128
A908495,129
A986194,129
A890404,130
B755607,130
B885994,130
C627793,130
C627794,131
C627795,131
C627796,131
C627797,131
A759043,132
C627798,133
A815970,134
B826400,134
B856216,134
C627799,134
A771107,135
A802632,135
B772676,135
B984421,135
C627800,135
C627801,135
C627802,136
C627803,136
C627804,136
C627805,136
A788348,137
A953344,137
A988234,137
B779425,137
A890065,138
B846382,138
C627806,138
C627807,138
A765809,139
B884351,139
B953829,139
B955316,139
C627808,139
C627809,139
A980527,140
B777566,140
C627810,140
C627811,140
A940808,141
B931347,141
C627812,141
C627813,141
C627814,141
A934394,142
B863824,142
B942277,142
B989378,142
B939510,143
B968492,143
B764895,144
C627815,144
A784032,145
A792823,145
B827874,145
C627816,145
C627817,145
A750726,146
C627818,146
C627819,146
A905516,147
C627820,147
B920289,148
C627821,148
C627822,148
C627823,148
C627824,148
A858372,149
A757764,150
A801350,150
A973777,150
B907691,150
C627825,150
C627826,150
A763491,151
A852414,151
C627827,151
C627828,151
A955167,152
B834291,152
C627829,152
C627830,152
A875780,153
C627831,153
A947746,154
C627832,154
C627833,154
A794336,155
A902050,155
A906855,155
B977329,155
B845617,156
C627834,156
B834278,157
C627835,157
C627836,157
C627837,157
C627838,158
C627839,159
C627840,159
B790258,160
C627841,160
C627842,161
C627843,161
A858143,162
A869392,162
A983669,162
B914049,162
C627844,162
C627845,162
B961719,163
C627846,163
C627847,163
A828186,164
A839817,164
B876847,164
C627848,164
C627849,164
A988382,165
B884029,165
B899408,165
B941887,165
C627850,165
C627851,165
B946293,166
C627852,166
C627853,166
C627854,167
A880664,168
A995646,168
B909979,168
A824587,169
B917488,169
B940897,169
C627855,169
C627856,169
A811411,170
A845078,170
B802193,170
B752336,171
B866969,171
C627857,171
C627858,171
A861680,172
A943587,172
C627859,172
C627860,172
C627861,172
C627862,172
B774857,173
B950037,173
C627863,173
C627864,173
C627865,173
C627866,173
A795265,174
B930077,174
C627867,174
A865182,175
B766394,175
B956180,175
A901735,176
A921221,176
A957182,176
B940704,176
C627868,176
C627869,176
A778884,177
B752796,177
B878892,177
C627870,177
A759860,178
A950204,178
A971061,178
A981544,178
B967983,178
B898333,179
C627871,179
C627872,179
C627873,179
A750731,180
A760120,180
A796651,180
C627874,180
C627875,180
C627876,180
A766381,181
A987814,181
A935134,182
B977758,182
A841196,183
B796870,183
B834412,183
B971791,183
C627877,183
C627878,183
A887555,184
A923364,184
C627879,184
C627880,184
A747917,185
A770848,185
A820240,185
B830576,185
C627881,185
C627882,185
C627883,186
C627884,186
A794463,187
A853463,187
A924919,187
B840257,187
C627885,187
A873388,188
B897843,188
C627886,188
C627887,188
C627888,188
A918969,189
C627889,189
C627890,189
C627891,189
C627892,189
C627893,189
A824268,190
B795610,190
C627894,190
C627895,190
A962877,191
B921569,191
C627896,191
C627897,191
C627898,191
A825544,192
B918020,192
C627899,192
B909664,193
A844008,194
A862659,194
A946561,194
B923001,194
C627900,194
C627901,194
A949959,195
B925122,195
C627902,196
C627903,196
C627904,196
C627905,196
B983026,197
A773048,198
C627906,198
C627907,198
C627908,198
C627909,198
C627910,198
A855818,199
B850172,199
A818308,200
B759229,200
B768095,200
B811534,200
C627911,200
A986126,201
B754389,201
B753033,202
C627912,202
A740434,203
A992070,203
B998564,203
C627913,203
A779995,204
C627914,204
B833196,205
B878850,205
A741828,206
A873952,206
C627915,206
C627916,206
A766828,207
A777573,207
B926259,207
C627917,207
A804163,208
C627918,209
C627919,209
A869265,210
B798467,210
C627920,210
C627921,210
C627922,210
A739819,211
A983281,211
A995759,211
B829004,211
B958911,211
C627923,211
A831459,212
B825689,213
B915071,213
B985506,213
C627924,213
C627925,213
A963205,214
B968717,214
C627926,214
C627927,214
C627928,214
C627929,214
A877544,215
B805903,215
C627930,215
C627931,215
C627932,215
B963088,216
C627933,216
A948770,217
C627934,217
C627935,217
C627936,217
A779927,218
A827705,218
A873803,218
A931034,218
B885178,218
C627937,218
B753499,219
B878660,219
C627938,219
C627939,219
C627940,219
C627941,219
A975176,220
C627942,220
C627943,220
A837351,221
B786474,221
A819766,222
B954217,223
C627944,223
A843847,224
C627945,224
C627946,224
C627947,224
A841047,225
A948095,225
A987318,225
B863373,225
C627948,225
C627949,225
A826300,226
B755285,226
B986915,226
C627950,226
A853494,227
A984139,227
C627951,228
A903382,229
B993088,229
C627952,229
A794550,230
A909533,230
A937854,230
B936288,230
C627953,230
C627954,230
A858137,231
C627955,231
C627956,231
C627957,232
C627958,233
C627959,233
C627960,233
A880428,234
B847806,234
B890247,234
C627961,234
A752433,235
C627962,235
C627963,235
C627964,236
C627965,236
C627966,236
C627967,236
C627968,236
A830645,237
A899935,237
B826132,237
C627969,237
C627970,237
B848470,238
B857946,238
B909606,238
C627971,238
A756220,239
A972689,239
C627972,239
C627973,240
C627974,240
C627975,240
A816883,241
C627976,241
A780421,242
A864089,242
C627977,242
C627978,242
A856067,243
A930004,243
B871861,243
B877397,243
C627979,243
C627980,243
C627981,244
A784736,245
C627982,245
C627983,245
A794651,246
C627984,246
A962012,247
C627985,247
C627986,247
B836083,248
C627987,249
C627988,249
C627989,249
A766022,250
A849422,250
B998585,250
C627990,250
C627991,250
C627992,250
B910213,251
B913906,251
C627993,251
C627994,251
C627995,251
A783163,252
A952265,252
B864321,252
C627996,252
C627997,252
C627998,252
A804906,253
C627999,253
C628000,253
A867300,254
B802558,254
B963980,254
C628001,254
B868178,255
C628002,255
C628003,255
B927934,256
B901651,257
B994446,257
B909479,258
C628004,258
C628005,258
A754263,259
A979779,259
B892708,259
B809372,260
B843124,260
B955315,260
C628006,260
C628007,260
C628008,260
B780393,261
B949961,261
B965492,261
C628009,261
B847329,262
C628010,262
B778903,263
C628011,263
A760797,264
C628012,264
C628013,264
C628014,264
C628015,264
B783078,265
B792862,265
C628016,265
C628017,265
C628018,265
A772785,266
C628019,267
A754551,268
B772113,268
B905931,268
C628020,268
C628021,268
A992991,269
B998680,269
C628022,269
C628023,269
A927085,270
C628024,270
B945275,271
B771732,272
A874141,273
C628025,273
C628026,273
A925389,274
B899373,274
C628027,275
C628028,275
A880080,276
C628029,276
A782449,277
C628030,277
B825780,278
C628031,278
A967523,279
B878110,279
C628032,279
B877637,280
C628033,280
C628034,280
C628035,280
C628036,280
B954102,281
A944137,282
A962046,282
A991355,282
B901405,282
A836541,283
A916318,283
A921819,283
C628037,283
C628038,283
C628039,283
A747645,284
A777655,284
C628040,284
B871506,285
C628041,286
B987630,287
C628042,287
C628043,288
C628044,289
C628045,290
C628046,290
A985587,291
C628047,291
B891942,292
A890726,293
B759812,293
C628048,293
C628049,293
C628050,293
C628051,293
C628052,294
C628053,294
A793191,295
B896683,295
C628054,295
C628055,295
A792210,296
A959682,296
B794677,296
B999939,296
C628056,296
B860110,297
C628057,298
B757140,299
A977928,300
B900629,300
B997621,300
C628058,300
C628059,300
C628060,300
A868548,301
A914519,301
B817608,301
B875220,301
C628061,301
C628062,302
A823865,303
B949743,303
C628063,303
A747002,304
A999510,304
B930751,304
B881146,305
B885623,305
C628064,305
A734255,306
A754283,306
C628065,306
C628066,306
C628067,306
C628068,306
B924868,307
B940076,307
A736069,308
B752496,308
B826209,308
C628069,308
C628070,308
C628071,309
A836148,310
B888394,310
C628072,310
A837837,311
A775377,312
A873486,312
B770925,313
B830244,313
B859588,313
B897727,313
C628073,313
C628074,313
A987639,314
B987214,314
C628075,314
C628076,314
C628077,314
C628078,315
C628079,315
A792744,316
A974912,316
B806859,316
C628080,317
A926428,318
B948457,318
C628081,318
A814913,319
B909786,319
B997272,319
C628082,319
C628083,319
C628084,319
A879025,320
B797481,320
B895910,320
B979948,320
A782929,321
A799734,321
A940099,321
B855494,321
A925343,322
B823984,322
B918214,323
C628085,323
C628086,323
A823550,324
A834686,324
A976765,324
B810473,324
B882715,324
C628087,324
A870717,325
A914675,325
B876591,325
C628088,325
C628089,325
C628090,325
B770039,326
B781979,326
B793894,326
B826384,326
C628091,326
C628092,326
A741002,327
B808538,327
B872665,327
C628093,327
C628094,327
B767770,328
B959980,328
C628095,328
C628096,328
C628097,328
C628098,329
C628099,329
A827477,330
A938908,330
B765970,330
B802102,330
C628100,330
A781734,331
A891624,331
B825665,331
B953934,331
B960474,331
C628101,331
B826976,332
C628102,332
A996018,333
B762518,333
C628103,333
A829601,334
A840558,334
A945759,334
C628104,334
C628105,334
B765749,335
A933415,336
C628106,336
C628107,336
A976179,337
C628108,337
C628109,337
C628110,338
C628111,339
C628112,339
C628113,339
C628114,339
A841195,340
A862116,340
A934363,340
B989441,340
B997526,340
C628115,340
A808821,341
A837031,341
A904733,341
B986276,341
C628116,341
C628117,341
B814960,342
C628118,342
A956052,343
B828793,343
B915663,343
C628119,343
A741650,344
A759472,344
C628120,344
B812613,345
B888818,345
B986542,345
C628121,345
C628122,345
A957743,346
C628123,346
A937756,347
C628124,347
C628125,347
B829050,348
C628126,348
A877895,349
B853245,349
B914222,349
A883924,350
B826301,350
B865885,350
C628127,350
C628128,350
A910438,351
A996402,351
B882557,351
C628129,352
A894637,353
A934796,353
B762125,353
B966335,353
C628130,353
A755794,354
B918511,354
C628131,354
A800148,355
A826006,355
A854290,355
B923827,355
C628132,355
C628133,355
A796654,356
C628134,356
A813094,357
A850665,357
A881021,357
A928814,357
B873601,357
C628135,357
A865567,358
A913627,359
A925429,359
B838738,359
B860846,359
B944470,359
C628136,359
A942933,360
A950369,360
C628137,360
B794429,361
A841005,362
B909672,362
A882300,363
A887978,363
A896038,363
B767480,363
C628138,363
C628139,363
B812267,364
C628140,364
A978241,365
C628141,365
C628142,365
C628143,365
A761270,366
A775311,366
A919699,366
A979321,366
C628144,366
C628145,366
A833267,367
A995092,368
B804327,368
C628146,368
C628147,368
C628148,368
A858102,369
A867083,369
B771108,369
B844819,369
B876756,369
A794112,370
A821125,370
C628149,370
A781703,371
A932570,371
C628150,371
A821746,372
A952581,372
B939565,372
C628151,372
A834825,373
A932733,373
C628152,373
C628153,373
C628154,373
C628155,373
B771030,374
B952164,374
A736711,375
C628156,375
C628157,376
C628158,376
C628159,376
A861281,377
B790606,377
C628160,377
A909812,378
B802591,378
B820044,378
B854565,378
C628161,378
C628162,378
A774841,379
B942234,379
B884726,380
B978838,380
C628163,380
B804901,381
B853703,381
C628164,381
A887242,382
A945805,382
C628165,382
C628166,382
A735710,383
A753262,383
A923877,383
C628167,383
A912190,384
B797047,384
B941703,384
C628168,384
C628169,384
C628170,384
B794372,385
C628171,385
C628172,386
C628173,386
A814668,387
B802439,387
B823669,387
C628174,387
C628175,387
A753011,388
A763317,388
B752271,388
C628176,388
C628177,388
A967783,389
A773845,390
A875614,390
B833495,390
C628178,390
C628179,390
C628180,390
C628181,391
B776488,392
A950626,393
B849289,393
B881940,393
C628182,393
C628183,393
C628184,393
A942648,394
B972826,394
C628185,394
C628186,394
B864587,395
A796292,396
A859965,396
C628187,396
A962208,397
C628188,397
C628189,397
C628190,397
A882440,398
C628191,398
A924261,399
B774893,399
B860549,399
A764395,400
B813683,401
C628192,401
C628193,401
C628194,401
B797997,402
C628195,402
A981942,403
B761993,403
B777595,403
B778078,403
C628196,403
C628197,403
A975952,404
B803589,404
B919122,404
C628198,404
C628199,404
C628200,404
B775203,405
B808976,405
B885328,405
B969180,405
C628201,405
C628202,405
A828881,406
B777622,406
B852176,406
B867855,406
B903699,406
A968832,407
B931859,407
C628203,407
A944125,408
B764083,408
C628204,408
C628205,408
C628206,408
C628207,409
A994220,410
B795985,410
B907768,410
B983362,410
C628208,410
C628209,410
A874893,411
A966885,411
A995664,411
B926684,411
C628210,411
C628211,411
C628212,412
C628213,412
C628214,412
A842619,413
A915511,413
C628215,413
C628216,413
C628217,413
B809512,414
B895231,414
C628218,414
C628219,414
C628220,414
A893526,415
B984387,415
C628221,415
C628222,415
C628223,415
B953755,416
C628224,416
C628225,416
A875095,417
B857996,417
B934205,417
A963796,418
C628226,418
A747601,419
B827003,419
B899861,419
C628227,419
C628228,419
A884281,420
A941231,420
B791735,420
C628229,420
C628230,420
A900318,421
C628231,421
C628232,421
A864485,422
B791834,422
B830544,422
B940146,422
B883474,423
B889578,423
C628233,423
C628234,423
C628235,424
A866973,425
B914798,425
C628236,425
A868638,426
B781109,426
B803260,426
C628237,427
A871815,428
A888720,428
B781913,428
C628238,428
C628239,428
C628240,428
A851356,429
B938516,429
B961352,429
B997016,429
C628241,429
C628242,429
C628243,430
C628244,430
C628245,430
C628246,430
C628247,430
C628248,430
A740183,431
A823929,431
A841819,431
A857649,431
B752047,431
C628249,431
A840374,432
B905489,433
C628250,433
C628251,433
B974948,434
C628252,434
C628253,434
C628254,434
C628255,435
A848244,436
A849108,436
B802332,436
B906341,436
C628256,436
A796385,437
A846110,437
B968039,437
C628257,437
C628258,437
A739902,438
A770845,439
A961300,439
B979270,439
A750040,440
A804429,440
A962676,440
B903476,440
B922307,440
C628259,440
A860624,441
B865927,442
C628260,442
A846798,443
A858611,443
A898468,443
B862326,443
A825525,444
B803201,444
C628261,444
C628262,444
C628263,445
C628264,445
A770385,446
C628265,446
C628266,446
B901766,447
C628267,447
C628268,447
A779483,448
A902391,448
A931807,448
B883196,448
C628269,448
C628270,448
B978001,449
A872890,450
A923217,451
A979797,451
B829923,451
B829980,451
B844963,451
C628271,451
C628272,452
C628273,452
C628274,452
C628275,453
C628276,453
C628277,453
A803259,454
B986456,454
A968299,455
A764165,456
B785624,456
B887188,456
C628278,456
A932834,457
A984005,457
B866778,457
B989861,457
A757781,458
A775647,458
A894833,458
B803122,458
B897018,458
C628279,458
A843587,459
A916756,459
A996374,459
C628280,459
B975561,460
C628281,461
B877647,462
B894792,462
B959951,462
B966338,463
B941107,464
C628282,464
C628283,464
C628284,465
C628285,465
A786017,466
B901455,466
B965399,466
B974770,466
C628286,466
C628287,466
A900825,467
B984920,467
C628288,467
C628289,467
C628290,467
B804385,468
A752153,469
C628291,469
C628292,469
A904511,470
A908370,470
B970636,470
C628293,470
C628294,470
A845470,471
B984201,471
C628295,471
B866653,472
C628296,472
C628297,472
C628298,472
C628299,472
C628300,472
A806293,473
A895425,473
B781698,473
B888910,473
C628301,473
A886280,474
A897567,474
A976492,474
B956863,475
B807036,476
C628302,476
A778063,477
A991091,477
B823641,477
B825570,477
B875113,477
B984257,477
A900599,478
C628303,478
C628304,478
A833058,479
A951377,479
C628305,479
A797342,480
A981833,480
B970467,480
C628306,480
C628307,480
B769313,481
B889562,481
B927235,481
C628308,481
C628309,481
B996634,482
A828916,483
B843555,483
B987823,483
C628310,483
C628311,483
C628312,483
A864681,484
B804373,484
B811305,484
B886757,484
C628313,484
C628314,484
A974693,485
B773648,485
B790683,485
B792625,485
A738385,486
C628315,486
C628316,486
C628317,486
A925917,487
C628318,487
C628319,488
A813403,489
C628320,489
C628321,489
C628322,489
C628323,489
C628324,489
B795469,490
A750556,491
B769284,492
B774806,492
B814212,492
B855952,492
B864686,492
C628325,492
B829176,493
C628326,493
B772549,494
A814966,495
B967340,495
C628327,495
A828400,496
A893235,496
C628328,496
B966427,497
C628329,497
C628330,497
A774104,498
B751932,498
B936599,498
C628331,498
A758347,499
B950980,499
C628332,499
C628333,499
C628334,499
C628335,499
B863517,500
A744519,501
A781661,501
B911593,501
C628336,501
A797267,502
A915654,502
A946176,502
C628337,502
C628338,502
B856600,503
B935169,503
B942408,503
C628339,503
B787192,504
B905534,504
B913049,504
B925729,504
B763176,505
C628340,505
C628341,505
A827108,506
B880909,506
B966028,506
B992105,506
C628342,506
C628343,506
C628344,507
C628345,507
C628346,507
B951852,508
C628347,508
C628348,508
C628349,508
C628350,508
C628351,508
A929730,509
C628352,509
C628353,509
C628354,509
C628355,509
A756969,510
B876242,510
C628356,510
C628357,510
A798816,511
A950575,511
C628358,511
C628359,511
C628360,511
C628361,511
A997915,512
B812443,512
C628362,512
C628363,513
B862320,514
B997197,514
C628364,514
C628365,514
C628366,514
B860240,515
B978075,515
C628367,515
C628368,515
C628369,515
A988297,516
A989358,516
A747238,517
A804917,517
A967622,517
C628370,517
A788177,518
B950476,518
B963729,518
C628371,518
A902816,519
C628372,519
C628373,519
A923396,520
B828906,520
C628374,520
C628375,520
A841849,521
A867689,521
B945900,521
B985694,521
C628376,521
A939928,522
A972951,522
C628377,522
C628378,522
C628379,522
A826946,523
C628380,523
C628381,523
B804692,524
B945227,525
C628382,525
C628383,525
A790381,526
A894463,526
B835229,526
B929767,526
B944046,526
C628384,526
A907251,527
A919959,527
B811926,527
C628385,527
C628386,527
B820600,528
C628387,528
C628388,528
C628389,528
C628390,528
A844949,529
A896828,529
A928027,529
B777851,529
B920315,529
C628391,529
A762219,530
A829829,530
A866507,530
A897996,530
A916337,530
C628392,530
B765079,531
B784906,531
B922960,531
C628393,531
B861454,532
A787335,533
A949915,533
B754210,533
A861410,534
A966254,534
C628394,535
C628395,536
B830047,537
B832167,537
C628396,537
A815439,538
C628397,538
C628398,538
A740914,539
C628399,539
A866739,540
B950827,540
C628400,540
C628401,540
A757303,541
A985191,541
C628402,541
A759651,542
A885181,542
B880656,542
B964644,542
C628403,542
C628404,542
B802985,543
C628405,543
C628406,543
C628407,543
A793389,544
C628408,544
A927861,545
C628409,545
B986821,546
A862184,547
A920855,547
C628410,547
C628411,547
C628412,547
C628413,547
C628414,548
C628415,548
C628416,548
A825020,549
B970982,549
C628417,549
C628418,549
A776613,550
C628419,550
C628420,550
C628421,550
C628422,550
A902314,551
B823102,551
B838072,551
C628423,551
C628424,551
C628425,551
B988310,552
C628426,552
C628427,552
C628428,552
B933450,553
B777635,554
B797737,554
B911715,554
B965798,554
C628429,554
C628430,554
A802812,555
B894648,555
C628431,555
C628432,555
C628433,555
A890514,556
B897490,556
C628434,556
A794387,557
A811241,558
A852004,559
A901992,559
A907406,559
A946444,559
C628435,559
A793945,560
A794566,560
A803791,560
B791212,560
B865377,560
A781598,561
A792558,561
A977963,561
C628436,561
A950504,562
A786772,563
B862757,563
C628437,563
A785742,564
A838284,564
A843536,564
A888483,564
C628438,564
A799156,565
A836517,565
A894773,565
A936978,565
B815355,565
B855679,565
A923188,566
A960876,566
B798042,566
B963386,566
C628439,566
A821003,567
C628440,567
A780320,568
A911352,568
C628441,568
C628442,568
C628443,569
C628444,569
B825760,570
B828858,570
B997827,570
C628445,570
C628446,570
C628447,570
A972085,571
A951722,572
C628448,572
C628449,572
A855286,573
C628450,573
B784509,574
A773229,575
A787397,575
B969534,575
C628451,575
C628452,575
A942501,576
B760334,576
B928016,576
C628453,576
A734090,577
B944014,577
C628454,577
C628455,577
C628456,577
A942177,578
C628457,578
C628458,578
A757635,579
B780706,579
C628459,579
C628460,579
C628461,579
C628462,579
A736819,580
A795048,580
B943332,580
B958004,580
C628463,580
B814569,581
B875007,581
C628464,581
A837444,582
A872601,582
A988131,582
C628465,582
C628466,582
C628467,582
A856507,583
C628468,583
C628469,583
C628470,583
A771503,584
C628471,585
C628472,585
C628473,585
C628474,585
A792045,586
A825754,586
C628475,586
A967710,587
A898774,588
C628476,588
C628477,588
C628478,588
A914601,589
A924346,589
A930071,589
B757951,589
B855468,589
B864689,589
B769842,590
B880980,590
C628479,590
C628480,590
C628481,590
A748197,591
A917495,591
A946755,591
A962278,591
A764119,592
A854834,592
A909497,593
C628482,593
C628483,593
C628484,593
C628485,593
A771456,594
A795564,594
B886440,594
B920017,594
A912313,595
A923990,595
C628486,595
C628487,595
C628488,595
B835195,596
B906738,596
B980999,596
C628489,596
A958210,597
C628490,597
C628491,597
B963509,598
C628492,598
C628493,598
A743638,599
A831227,599
A881732,599
A971016,600
C628494,600
C628495,600
A824045,601
B809137,601
C628496,601
C628497,601
C628498,601
A874015,602
A888445,602
B776053,602
B909276,602
C628499,602
C628500,602
C628501,603
A745307,604
A755732,604
A862614,604
A987255,604
C628502,604
A772758,605
B778092,605
B791074,605
C628503,605
C628504,605
C628505,605
A735118,606
A750233,606
A898407,606
B960531,606
C628506,606
C628507,606
C628508,607
C628509,607
C628510,607
A794027,608
B923592,608
C628511,608
A741063,609
A974296,609
B941559,609
C628512,609
C628513,609
C628514,609
A742840,610
A742974,611
A770977,611
B774190,611
C628515,611
C628516,611
C628517,611
A916046,612
B984833,612
C628518,612
A746633,613
C628519,613
C628520,613
C628521,613
A885910,614
B787291,614
B817619,614
C628522,614
A920338,615
A951462,615
B911080,615
C628523,615
C628524,615
A864537,616
B996817,616
C628525,616
C628526,617
B897751,618
C628527,618
C628528,618
A752287,619
B965440,619
C628529,619
C628530,619
A773417,620
A753324,621
A792622,621
B765900,621
B908641,621
B965947,621
C628531,621
A739546,622
C628532,622
A832775,623
A837462,623
A951815,623
C628533,623
B776242,624
B788273,625
C628534,625
A952224,626
A963951,626
B755960,626
B832609,626
B948306,627
C628535,627
A819211,628
A905682,628
A960101,628
C628536,628
B776582,629
B777126,629
C628537,629
A796221,630
A993458,630
C628538,630
C628539,630
C628540,630
C628541,630
A738228,631
A742215,631
A931734,631
B797949,631
C628542,631
C628543,631
A808881,632
A941191,632
C628544,632
A853414,633
C628545,633
A856258,634
B794653,634
B930853,634
B981063,634
C628546,634
A980735,635
B818572,635
B883497,635
A995467,636
B985671,636
A941831,637
A870125,638
B775060,639
B824260,639
C628547,639
C628548,639
C628549,639
A787821,640
A862860,640
A952879,640
B926052,640
C628550,640
A900036,641
B755188,641
B916517,641
B945951,641
C628551,641
C628552,641
A841525,642
A907666,642
A750594,643
A895712,643
A970976,643
B848466,643
B966777,643
C628553,643
A845201,644
A994921,644
A791618,645
A864370,645
B864491,645
B950515,645
C628554,645
A946215,646
C628555,646
A948494,647
A751347,648
B815221,648
C628556,648
C628557,648
C628558,648
C628559,648
A779266,649
A809547,649
B899875,649
C628560,649
C628561,649
B756392,650
B894913,650
B895423,650
B943188,650
C628562,650
C628563,650
A760701,651
A928028,651
B860538,651
C628564,651
C628565,651
A771805,652
A781171,652
B769249,652
B973907,652
C628566,652
C628567,652
B952106,653
C628568,653
C628569,653
B868591,654
C628570,654
C628571,654
A886665,655
B881062,655
B951775,655
C628572,655
C628573,656
A852994,657
C628574,657
B764090,658
B984970,658
C628575,658
C628576,658
A921697,659
B881136,659
B914432,659
C628577,659
C628578,659
A836321,660
A947043,660
B822660,660
C628579,660
C628580,660
C628581,660
A859062,661
A920571,661
B764641,661
A996577,662
B835404,662
B876555,662
C628582,662
C628583,662
